price,bed,bath,sqft,acre_sqft_lot,address
"$499,900",3bed,2bath,"1,722sqft","5,765sqft lot","1901 E Pine St, Compton, CA 90221"
"$1,195,000",3bed,2bath,"1,341sqft","7,000sqft lot","16501 Monroe Ln, Huntington Beach, CA 92647"
"$488,000",5bed,4bath,"3,206sqft",1.04acre lot,"11414 Oakwood Ave, Hesperia, CA 92345"
"$275,000",2bed,2bath,"1,320sqft","2,565sqft lot","1665 Willow Ave, Clovis, CA 93612"
"$649,900",4bed,3.5bath,"2,607sqft","3,393sqft lot","1508 Estrada Dr, Woodland, CA 95776"
"$339,000",2bed,2bath,"1,488sqft","4,791sqft lot","39371 Hidden Water Pl, Palm Desert, CA 92260"
"$1,200,000",4bed,2bath,"1,745sqft","5,411sqft lot","3206 Pontiac St, Glendale, CA 91214"
"$89,500",2bed,2bath,"1,152sqft","7,405sqft lot","200 Jones St, Bodfish, CA 93205"
"$264,900",3bed,2bath,"1,330sqft","7,700sqft lot","887 Linda Lee Cir, Lemoore, CA 93245"
"$495,000",3bed,3.5bath,"3,194sqft",0.28acre lot,"1679 Nelson Dr Unit D, Camp Nelson, CA 93265"
"$349,900",2bed,2bath,"1,200sqft","5,663sqft lot","17130 Palomas Dr, Perris, CA 92570"
"$469,900",4bed,3.5bath,"2,464sqft","5,201sqft lot","3520 Beresford Dr, Modesto, CA 95357"
"$460,000",3bed,2.5bath,"1,716sqft","5,663sqft lot","29623 LA Shell St, Lake Elsinore, CA 92530"
"$299,990",4bed,2bath,"1,350sqft","6,534sqft lot","737 Sterling Rd, Bakersfield, CA 93306"
"$539,000",2bed,2bath,"2,142sqft","7,405sqft lot","37674 Medjool Ave, Palm Desert, CA 92211"
"$456,000",4bed,2bath,"1,707sqft","6,098sqft lot","345 E Avenue J7, Lancaster, CA 93535"
"$399,000",2bed,1bath,889sqft,"5,712sqft lot","49 E 16th St, Antioch, CA 94509"
"$400,000",2bed,1bath,624sqft,"5,461sqft lot","4322 Garden Homes Ave, Los Angeles, CA 90032"
"$750,000",3bed,2bath,"1,475sqft","6,961sqft lot","18783 Park Tree Ln, Sonoma, CA 95476"
"$677,000",4bed,2.5bath,"2,152sqft","7,350sqft lot","7788 Gold Buckle Ct, Highland, CA 92346"
"$237,000",2bed,2bath,"1,298sqft","2,614sqft lot","12296 Stonecreek Ct, Paradise, CA 95969"
"$665,000",2bed,1bath,"1,026sqft","6,411sqft lot","413 E 6th St, Gilroy, CA 95020"
"$697,999",4bed,3bath,"2,018sqft","8,276sqft lot","29732 Dawncrest Cir, Temecula, CA 92591"
"$719,495",4bed,2bath,"1,364sqft","1,250sqft lot","231 Columbia Pl, Los Angeles, CA 90026"
"$939,000",4bed,2bath,"2,031sqft",0.31acre lot,"4801 Marblehead Bay Dr, Oceanside, CA 92057"
"$998,000",3bed,2bath,"1,752sqft",0.32acre lot,"4175 Mountain View Ave, Oakland, CA 94605"
"$499,000",2bed,1bath,958sqft,"9,625sqft lot","9374 Bennett Ave, Fontana, CA 92335"
"$1,025,000",2bed,1bath,"1,296sqft","6,849sqft lot","4531 Mendocino Ct, Los Angeles, CA 90065"
"$1,115,000",8bed,5bath,"2,420sqft","4,387sqft lot","1583 E 41st St, Los Angeles, CA 90011"
"$1,295,000",5bed,4bath,"2,781sqft","7,497sqft lot","1618 1620 N Tremont St, Los Angeles, CA 90033"
"$949,000",4bed,3bath,"1,570sqft","8,256sqft lot","11509 Valjean Ave, Granada Hills, CA 91344"
"$575,000",2bed,2bath,"1,248sqft","3,600sqft lot","165 Mira Velero, San Clemente, CA 92673"
"$699,888",4bed,2bath,"1,136sqft","6,056sqft lot","16362 Binney St, Hacienda Heights, CA 91745"
"$4,398,000",6bed,4.5bath,"5,882sqft",1.68acre lot,"440 Gerona Rd, Stanford, CA 94305"
"$749,000",3bed,2bath,"1,484sqft","7,422sqft lot","15535 Tuba St, Mission Hills, CA 91345"
"$424,000$24k",1bed,1bath,640sqft,1.78acre lot,"6675 Mission Gorge Rd Unit B115, San Diego, CA 92120"
"$777,000",3bed,2bath,"1,637sqft","7,214sqft lot","10681 El Dorado Ave, Pacoima, CA 91331"
"$1,798,000",3bed,5bath,"3,045sqft",0.92acre lot,"3033 Clarmeya Ln, Pasadena, CA 91107"
"$1,450,000",4bed,3bath,"2,424sqft","5,741sqft lot","765 Sunset Glen Dr, San Jose, CA 95123"
"$390,000",3bed,1bath,"1,992sqft",80acre lot,"17293 Wildcat Trl, Rackerby, CA 95972"
"$975,000",4bed,4bath,"2,476sqft","4,000sqft lot","10843 Oxford Ln, Stanton, CA 90680"
"$279,990$20k",3bed,1bath,907sqft,"7,500sqft lot","15753 Cottonwood St, Victorville, CA 92395"
"$949,000$50k",5bed,4.5bath,"3,383sqft","5,018sqft lot","2659 E Scarlett Ln, Ontario, CA 91762"
"$980,000",3bed,3bath,"2,726sqft","7,475sqft lot","2003 E Pin High Dr, Fresno, CA 93730"
"$275,000",2bed,2bath,840sqft,10acre lot,"22570 Viola Ave, Corning, CA 96021"
"$1,299,000",5bed,3.5bath,"2,590sqft",0.26acre lot,"3125 Freedom Blvd, Watsonville, CA 95076"
"$1,200,000",4bed,3bath,"2,504sqft",8acre lot,"13680 Volta Rd, Los Banos, CA 93635"
"$945,000",3bed,2bath,"1,916sqft",18acre lot,"13335 S Willow St, Selma, CA 93632"
"$550,000",3bed,2.5+bath,"2,617sqft",5.04acre lot,"10202 Road Runner Way, Redding, CA 96003"
"$1,390,000$30k",3bed,3bath,"2,153sqft",18.05acre lot,"12788 Avenue 328, Visalia, CA 93291"
"$180,000",2bed,2bath,"1,536sqft",1.08acre lot,"1213 N Calvert Blvd, Ridgecrest, CA 93555"
"$395,000",4bed,3bath,"2,600sqft",0.51acre lot,"21831 Arapahoe Ave, Apple Valley, CA 92307"
"$584,495",3bed,2.5bath,"1,731sqft","2,614sqft lot","40567 Birchfield Dr, Temecula, CA 92591"
"$674,900",4bed,2.5bath,"2,567sqft",2.31acre lot,"8978 Verde St, Phelan, CA 92371"
"$625,000",2bed,2bath,"3,800sqft","5,920sqft lot","2018 E Cesar E Chavez Ave, Los Angeles, CA 90033"
"$6,875,000$625k",4bed,2.5bath,"3,400sqft",239.55acre lot,"12418 Claribel Rd, Oakdale, CA 95361"
"$2,495,000",2bed,2.5bath,"1,558sqft","3,540sqft lot","605 Begonia Ave Units 1 & 2, Corona Del Mar, CA 92625"
"$1,250,000",4bed,3.5bath,"1,320sqft","6,550sqft lot","1303 N Beverly Glen Blvd, Los Angeles, CA 90077"
"$409,500",4bed,2.5bath,"1,874sqft",0.49acre lot,"14954 Manning St, Victorville, CA 92394"
"$245,000",3bed,2bath,"1,110sqft","1,307sqft lot","12245 Carnation Ln Apt A, Moreno Valley, CA 92557"
"$499,000",4bed,3bath,"3,798sqft",0.7acre lot,"953 Scenic Dr N, Porterville, CA 93257"
"$424,900",4bed,2bath,"2,177sqft","7,405sqft lot","5321 Villa Bella Ln, Bakersfield, CA 93311"
"$479,950",4bed,3bath,"2,484sqft",0.23acre lot,"997 Windsor Dr W, Hanford, CA 93230"
"$339,900",4bed,2bath,"1,353sqft","6,534sqft lot","1718 Fornax Ct, Bakersfield, CA 93306"
"$518,000",4bed,3bath,"2,217sqft","7,213sqft lot","15056 Tawney Ridge Ln, Victorville, CA 92394"
"$725,000",4bed,2.5bath,"3,970sqft",0.3acre lot,"13306 Coco Palm Ct, Bakersfield, CA 93314"
"$550,000",3bed,3bath,"2,460sqft","7,625sqft lot","14056 Rivers Edge Rd, Helendale, CA 92342"
"$799,999",3bed,3bath,"2,213sqft","6,098sqft lot","3033 Las Palmas Dr, El Dorado Hills, CA 95762"
"$719,000",3bed,2bath,"2,337sqft",0.54acre lot,"10665 Martin Ln, Cherry Valley, CA 92223"
"$4,700,000",3bed,2.5bath,"2,475sqft","3,010sqft lot","603 36th St, Newport Beach, CA 92663"
"$620,000",3bed,2bath,"1,968sqft","8,712sqft lot","79175 Canterra Cir, La Quinta, CA 92253"
"$750,000",3bed,2bath,"1,504sqft","8,154sqft lot","2184 Leighton Ct, San Diego, CA 92139"
"$579,000",3bed,2bath,"1,558sqft","4,356sqft lot","49131 Washington St, La Quinta, CA 92253"
"$1,980,000",4bed,3bath,"2,664sqft",0.29acre lot,"433 E Camino Real Ave, Arcadia, CA 91006"
"$2,100,000",4bed,3.5bath,"4,192sqft",0.73acre lot,"240 Sorrel Ct, Kirkwood, CA 95646"
"$1,183,000",4bed,2bath,"1,418sqft","6,166sqft lot","1009 Malott Dr, San Jose, CA 95121"
"$399,950",4bed,2.5bath,"1,855sqft","3,150sqft lot","143 N Purdue Ave, Fresno, CA 93727"
"$2,050,000",5bed,4.5bath,"3,202sqft","9,070sqft lot","2627 Smith Rnch, Walnut Creek, CA 94598"
"$1,598,000",3bed,3bath,"2,540sqft",0.94acre lot,"10536 Ormond St, Shadow Hills, CA 91040"
"$520,000",1bed,2bath,870sqft,0.79acre lot,"210 N Monterey St Unit 504, Alhambra, CA 91801"
"$929,000",3bed,2.5bath,"1,685sqft","7,912sqft lot","1896 Ithaca Dr, Vista, CA 92081"
"$2,150,000",4bed,2.5bath,"3,123sqft",0.32acre lot,"562 Kristen Ct, Encinitas, CA 92024"
"$599,000",4bed,2bath,"1,825sqft","6,747sqft lot","662 Nathaniel Ave, Galt, CA 95632"
"$414,900",4bed,2bath,"1,890sqft","5,940sqft lot","2178 Chancellor Ave, Tulare, CA 93274"
"$1,279,990",5bed,4bath,"3,184sqft",0.3acre lot,"4160 Creek Bank Ct, Rocklin, CA 95765"
"$619,990",4bed,3bath,"2,492sqft","3,855sqft lot","1208 Swallowtail Dr, Roseville, CA 95747"
"$619,990",4bed,3bath,"2,492sqft","3,646sqft lot","7024 Skipperling St, Roseville, CA 95747"
"$199,900",3bed,1.5bath,"1,210sqft","8,401sqft lot","3127 College Ave E, Visalia, CA 93292"
"$475,000",4bed,2bath,"2,144sqft",1.5acre lot,"10853 Mooney Flat Rd, Smartsville, CA 95977"
"$224,999",3bed,2bath,"1,120sqft",0.45acre lot,"4851 Avenida La Manana, Joshua Tree, CA 92252"
"$569,000",4bed,2.5bath,"2,753sqft",0.28acre lot,"912 Rockvale Dr, Bakersfield, CA 93312"
"$229,000",2bed,2bath,"1,760sqft","9,000sqft lot","18218 Paradise Mountain Rd Spc 170, Valley Center, CA 92082"
"$220,000",2bed,1bath,670sqft,"4,792sqft lot","4807 Baker Ave, Sacramento, CA 95820"
"$735,000",5bed,3bath,"3,189sqft",2.49acre lot,"8245 W Avenue C10, Lancaster, CA 93536"
"$155,000",1bed,1bath,720sqft,"6,534sqft lot","28 Starlite Ln, Wofford Heights, CA 93285"
"$69,500",1bed,1bath,400sqft,400acre lot,"70200 Dillon Rd Unit 656, Desert Hot Springs, CA 92241"
"$409,900",4bed,2bath,"1,594sqft",0.24acre lot,"5021 Clearwood Way, Sacramento, CA 95841"
"$315,000",3bed,2bath,"1,348sqft","4,356sqft lot","6918 Water Wheel Dr, Bakersfield, CA 93313"
"$564,500",5bed,3.5bath,"2,195sqft","2,495sqft lot","9125 Bellegrave Ave Unit 6, Jurupa Valley, CA 92509"
"$590,700$10k",4bed,3.5bath,"3,240sqft","6,947sqft lot","6324 E Ramona Way Unit 93, Fresno, CA 93727"
"$499,999",3bed,2bath,"1,401sqft",1.99acre lot,"6650 Santa Juanita Ave, Orangevale, CA 95662"
"$965,000",4bed,3.5bath,"2,569sqft","4,381sqft lot","1043 Calle Deceo, Chula Vista, CA 91913"
"$375,000",2bed,1bath,"1,035sqft",10.22acre lot,"65445 Pierson Blvd, Desert Hot Springs, CA 92240"
"$1,295,000",3bed,3bath,"1,829sqft","2,091sqft lot","20267 Estuary Ln, Newport Beach, CA 92660"
"$1,300,000",3bed,3.5bath,"2,248sqft","3,800sqft lot","18961 Northern Dancer Ln, Yorba Linda, CA 92886"
"$470,990$5k",3bed,2bath,"1,860sqft","7,600sqft lot","511 Hedgewood St, Hemet, CA 92543"
"$585,000",4bed,2bath,"1,569sqft","5,201sqft lot","307 Malicoat Ave, Oakley, CA 94561"
"$999,900",5bed,3bath,"2,246sqft","4,600sqft lot","572 62nd St, Oakland, CA 94609"
"$699,999",2bed,2bath,"1,035sqft","4,012sqft lot","9506 Reverie Rd, Tujunga, CA 91042"
"$699,000",3bed,2bath,"1,693sqft","5,307sqft lot","1941 Cantamar Rd, San Diego, CA 92154"
"$499,000",2bed,2bath,961sqft,4.06acre lot,"1246 W Park Western Dr Unit 35, San Pedro, CA 90732"
"$599,900",2bed,2bath,"1,520sqft","1,520sqft lot","292 Norfleet Ln Unit C, Simi Valley, CA 93065"
"$1,450,000",4bed,2bath,"1,701sqft",0.29acre lot,"26167 Barkstone Dr, Rancho Palos Verdes, CA 90275"
"$3,780,000",4bed,4.5bath,"3,890sqft","8,002sqft lot","7303 W 89th St, Los Angeles, CA 90045"
"$1,149,000",3bed,2.5bath,"1,613sqft",0.26acre lot,"10336 Wilshire Blvd Apt 301, Los Angeles, CA 90024"
"$1,595,000",4bed,4bath,"3,174sqft","2,996sqft lot","826 47th Ave, San Francisco, CA 94121"
"$879,000",4bed,2.5bath,"1,945sqft","5,000sqft lot","1271 Calle Ultimo, Oceanside, CA 92056"
"$849,000",3bed,2bath,"1,336sqft","6,048sqft lot","1513 142nd Ave, San Leandro, CA 94578"
"$775,000",5bed,2bath,"1,612sqft","8,934sqft lot","284 Fennell Ct, San Diego, CA 92114"
"$692,000",4bed,2bath,"1,170sqft","5,284sqft lot","3463 Ardilla Ave, Baldwin Park, CA 91706"
"$999,500",3bed,2.5bath,"1,700sqft",0.36acre lot,"12044 Hoffman St Unit 202, Studio City, CA 91604"
"$719,990",5bed,3bath,"2,882sqft","4,576sqft lot","9636 Tuco Ln, Riverside, CA 92508"
"$2,599,000",5bed,4bath,"4,500sqft",0.51acre lot,"27858 Golden Ridge Ln, San Juan Capistrano, CA 92675"
"$1,500,000",3bed,2bath,"1,124sqft",0.87acre lot,"15508 Plummer St, North Hills, CA 91343"
"$570,990",3bed,2bath,"1,627sqft","4,675sqft lot","9660 Tuco Ln, Riverside, CA 92508"
"$1,498,000",2bed,2.5bath,"1,444sqft",500sqft lot,"835 Lilac Ter Unit 7, Sunnyvale, CA 94086"
"$910,000",4bed,2bath,"1,165sqft","6,014sqft lot","2172 Puente Ave, Costa Mesa, CA 92627"
"$610,990",4bed,3bath,"2,227sqft","4,130sqft lot","9628 Tuco Ln, Riverside, CA 92508"
"$830,000",3bed,2bath,"1,301sqft","7,500sqft lot","757 N L St, Livermore, CA 94551"
"$825,000",4bed,2.5bath,"2,418sqft","9,116sqft lot","2183 E Chesterton St, Simi Valley, CA 93065"
"$895,000",4bed,2.5bath,"1,994sqft","4,328sqft lot","1518 Corte Roberto, Oceanside, CA 92056"
"$2,275,000",4bed,2bath,"2,020sqft","7,638sqft lot","1370 Lasuen Dr, Millbrae, CA 94030"
"$2,899,000",5bed,5.5bath,"4,500sqft",0.28acre lot,"2455 Kiser, Tustin, CA 92782"
"$2,300,000",3bed,2bath,"2,760sqft","5,201sqft lot","2135 W Jefferson Blvd, Los Angeles, CA 90018"
"$600,000",5bed,3.5bath,"3,396sqft","6,534sqft lot","37245 Parkway Dr, Beaumont, CA 92223"
"$725,000",4bed,3bath,"2,111sqft","3,008sqft lot","4238 Powell Way Unit 105, Corona, CA 92883"
"$499,000",5bed,4.5bath,"3,412sqft","6,534sqft lot","5205 Shining Crag Ave, Bakersfield, CA 93313"
"$1,689,000",3bed,2bath,"1,662sqft","5,900sqft lot","3904 Santa Cruz Ave, San Diego, CA 92107"
"$482,800$5k",5bed,3bath,"2,348sqft","5,100sqft lot","6383 E Ramona Way Unit 64, Fresno, CA 93727"
"$521,000",3bed,2.5bath,"1,937sqft","3,101sqft lot","30434 Village Knoll Dr, Menifee, CA 92584"
"$1,199,900",4bed,2.5bath,"2,097sqft","7,564sqft lot","17247 Orozco St, Granada Hills, CA 91344"
"$610,000",4bed,3bath,"2,128sqft","6,500sqft lot","1600 Geyser Cir, Antioch, CA 94509"
"$465,000",2bed,2bath,"1,061sqft","8,712sqft lot","25225 Franklin Rd, Idyllwild, CA 92549"
"$719,900",3bed,2bath,"1,640sqft","5,789sqft lot","519 Danby Ct, Petaluma, CA 94954"
"$1,495,000",4bed,2bath,"1,532sqft","7,000sqft lot","218 Kent Pl, San Ramon, CA 94583"
"$1,599,000",4bed,2.5bath,"2,612sqft",0.28acre lot,"17796 Sintonte Dr, San Diego, CA 92128"
"$965,000",2bed,2bath,"1,313sqft",0.93acre lot,"525 E Seaside Way Unit 2209, Long Beach, CA 90802"
"$399,500",1bed,1bath,615sqft,0.74acre lot,"5641 Clemson St Unit 34, Los Angeles, CA 90016"
"$799,000",3bed,2bath,990sqft,20.2acre lot,"23400 Dorcas Ln, Nuevo, CA 92567"
"$499,999",2bed,1bath,567sqft,"5,512sqft lot","9340 Mayne St, Bellflower, CA 90706"
"$315,000",3bed,1bath,999sqft,"5,053sqft lot","437 S Dawes Ave, Stockton, CA 95215"
"$495,000",1bed,1bath,793sqft,1.54acre lot,"121 S Hope St Apt 322, Los Angeles, CA 90012"
"$475,000",4bed,3bath,"2,308sqft",0.24acre lot,"247 Feather River Dr, Chester, CA 96020"
"$789,000",2bed,2bath,"1,600sqft","2,178sqft lot","2145 Southridge Dr, Palm Springs, CA 92264"
"$499,995",3bed,2bath,"1,310sqft","5,981sqft lot","450 Carousel Dr, Vallejo, CA 94589"
"$1,174,900",3bed,2bath,"1,854sqft","5,900sqft lot","7541 Salizar St, San Diego, CA 92111"
"$2,050,000",4bed,4.5bath,"3,823sqft","5,969sqft lot","1621 Sunset View Dr, Lake Forest, CA 92679"
"$649,000",2bed,2bath,"1,100sqft",13.88acre lot,"4080 Via Marisol Apt 128, Los Angeles, CA 90042"
"$425,000",3bed,2bath,"1,248sqft","7,200sqft lot","27074 14th St, Highland, CA 92346"
"$419,000",2bed,1bath,"1,108sqft",5acre lot,"7029 Road 136, Earlimart, CA 93219"
"$457,350",4bed,2.5bath,"2,086sqft","4,383sqft lot","297 Sunset Dr S Unit 43, Madera, CA 93636"
"$425,000",3bed,2.5bath,"2,990sqft",0.28acre lot,"7598 Evergreen Dr, Kelseyville, CA 95451"
"$341,000",2bed,1.5bath,"1,524sqft",1.04acre lot,"253 Evans Rd, Wofford Heights, CA 93285"
"$315,000",3bed,2bath,"1,468sqft","6,969sqft lot","107 El Campo Ct, Vallejo, CA 94589"
"$185,000",2bed,2bath,"1,200sqft",0.25acre lot,"1793 El Centro Ave, Seeley, CA 92273"
"$469,050",5bed,3bath,"3,240sqft","5,000sqft lot","3733 N Encina Ct Unit 59, Visalia, CA 93291"
"$354,900",2bed,1bath,"1,058sqft","9,394sqft lot","1997 Willow Dr, Running Springs, CA 92382"
"$235,000",2bed,2bath,"1,248sqft","4,792sqft lot","1600 San Vicente Dr, Hemet, CA 92543"
"$389,000",2bed,4bath,"1,456sqft","4,792sqft lot","6333 Tuckaway Ave, Banning, CA 92220"
"$235,000",3bed,1bath,"1,228sqft","6,098sqft lot","3136 Monterey St, Bakersfield, CA 93306"
"$280,000",2bed,1.5bath,940sqft,"1,764sqft lot","5226 Hemlock St Apt 12, Sacramento, CA 95841"
"$739,000",4bed,2.5bath,"2,047sqft","5,663sqft lot","12084 Tributary Way, Jurupa Valley, CA 91752"
"$680,000",3bed,2bath,"1,824sqft",0.84acre lot,"3488 Rosebud Dr, Shingle Springs, CA 95682"
"$718,000",3bed,2.5bath,"1,640sqft",819sqft lot,"232 E E St, Benicia, CA 94510"
"$510,000",3bed,2bath,"1,204sqft",0.25acre lot,"30704 Jernigan St, Lake Elsinore, CA 92530"
"$945,900",3bed,2bath,"1,452sqft","6,000sqft lot","2622 E Jacaranda Ave, Orange, CA 92867"
"$894,500",3bed,3bath,"2,305sqft","7,841sqft lot","78970 Del Monte Ct, La Quinta, CA 92253"
"$465,000",3bed,2bath,970sqft,5.43acre lot,"19859 Sandpiper Pl Unit 115, Newhall, CA 91321"
"$1,075,000",2bed,2bath,"1,060sqft","1,370sqft lot","20313 Northcove Sq, Cupertino, CA 95014"
"$599,000",3bed,1bath,942sqft,"3,030sqft lot","2163 108th Ave, Oakland, CA 94603"
"$939,000",3bed,2bath,"1,729sqft","6,541sqft lot","7924 LA Fiesta Dr, Buena Park, CA 90620"
"$1,200,000",3bed,1.5bath,"1,026sqft","4,942sqft lot","719 Manzanita Ave, Sunnyvale, CA 94085"
"$999,000",4bed,3bath,"1,723sqft","2,461sqft lot","4733 St Charles Pl, Los Angeles, CA 90019"
"$480,000",4bed,2bath,932sqft,"6,125sqft lot","4931-4933 Harrison St, North Highlands, CA 95660"
"$670,000",2bed,1bath,868sqft,"6,909sqft lot","16800 Covello St, Lake Balboa, CA 91406"
"$1,298,000",3bed,2bath,"2,031sqft",0.27acre lot,"1887 Homewood Dr, Altadena, CA 91001"
"$775,000",4bed,2bath,"1,592sqft","5,541sqft lot","1841 International Rd, San Diego, CA 92154"
"$3,500,000",3bed,2.5bath,"3,082sqft",1.53acre lot,"260 Sunset Way, Muir Beach, CA 94965"
"$569,950",1bed,1bath,831sqft,771sqft lot,"1550 Technology Dr Unit 1059, San Jose, CA 95110"
"$1,949,000",5bed,3bath,"2,674sqft","6,002sqft lot","9041 Bobbie Cir, Huntington Beach, CA 92646"
"$395,000",1bed,1bath,634sqft,5.14acre lot,"6363 Christie Ave Apt 1201, Emeryville, CA 94608"
"$4,895,000",6bed,5.5bath,"4,750sqft","8,400sqft lot","1951 Santiago Dr, Newport Beach, CA 92660"
"$1,588,000",3bed,1.5bath,"1,890sqft","9,100sqft lot","2105 Stratford Way, San Mateo, CA 94403"
"$495,000",1bed,1bath,768sqft,5.14acre lot,"6363 Christie Ave Apt 2122, Emeryville, CA 94608"
"$550,000",3bed,2bath,"1,666sqft","2,178sqft lot","72985 Grass Ct Unit 82, Palm Desert, CA 92260"
"$439,000",4bed,2.5bath,"2,294sqft",0.23acre lot,"290 W Ellery Way, Fresno, CA 93704"
"$779,000",3bed,2bath,"1,682sqft","6,279sqft lot","1106 Midnight Way, Oceanside, CA 92057"
"$219,000",3bed,2bath,"1,222sqft",0.47acre lot,"320 Paskenta Rd, Red Bluff, CA 96080"
"$1,099,000",3bed,2.5bath,"1,406sqft",0.3acre lot,"1520 S Shenandoah St Unit 302, Los Angeles, CA 90035"
"$2,500,000",5bed,5bath,"3,342sqft","7,889sqft lot","5339 Ladera Crest Dr, Los Angeles, CA 90056"
"$899,000",4bed,4.5bath,"4,661sqft",0.29acre lot,"23 Verdin Ct, Wallace, CA 95254"
"$2,497,686",4bed,4bath,"3,310sqft","8,255sqft lot","11223 Blix St, North Hollywood, CA 91602"
"$515,000",3bed,2bath,"1,921sqft","8,160sqft lot","462 W Escalon Ave, Clovis, CA 93612"
"$398,990",Studio,1bath,432sqft,1.88acre lot,"4 Captain Dr Unit E413, Emeryville, CA 94608"
"$479,900",3bed,3bath,"1,229sqft","2,452sqft lot","8 Crumpet Ct Lot 96, Sacramento, CA 95823"
"$560,000",3bed,2bath,"1,296sqft","7,841sqft lot","500 Burlington Dr, Vacaville, CA 95687"
"$1,375,000",3bed,2bath,"1,390sqft","6,003sqft lot","Gladstone Pl, Fremont, CA 94555"
"$649,999",5bed,3.5bath,"3,280sqft",0.27acre lot,"1355 Sundance Dr, Plumas Lake, CA 95961"
"$850,000",3bed,2bath,"1,342sqft",4.81acre lot,"1940 Waterman Gap Loop, Boulder Creek, CA 95006"
"$297,500",3bed,1bath,"1,008sqft","8,276sqft lot","328 B St, Biggs, CA 95917"
"$430,000",3bed,2bath,"1,451sqft","6,561sqft lot","2619 Porter Ave W, Visalia, CA 93291"
"$998,000",2bed,3bath,"1,849sqft","6,700sqft lot","11914 Lomica Dr, San Diego, CA 92128"
"$639,000",5bed,2.5bath,"2,459sqft","7,840sqft lot","29047 Derby Dr, Murrieta, CA 92563"
"$1,449,900",4bed,2.5bath,"1,961sqft","6,161sqft lot","5682 Grimsby Dr, Huntington Beach, CA 92649"
"$640,000",4bed,2bath,"1,460sqft","9,540sqft lot","3731 Smith Ave, Acton, CA 93510"
"$420,000",4bed,2bath,"1,604sqft","6,970sqft lot","338 S Gilbert St, Hemet, CA 92543"
"$490,000",3bed,2bath,"1,660sqft","9,148sqft lot","601 Morning Glory Cir, Ione, CA 95640"
"$6,299,000",6bed,6.5+bath,"4,835sqft","4,803sqft lot","750 29th St, Manhattan Beach, CA 90266"
"$267,000",3bed,2bath,"1,069sqft","6,098sqft lot","3212 Timothy St, Bakersfield, CA 93304"
"$349,900",2bed,1.5bath,858sqft,0.27acre lot,"7000 32nd St, North Highlands, CA 95660"
"$395,000",3bed,2bath,"2,748sqft",0.33acre lot,"2935 2nd St, Biggs, CA 95917"
"$389,900",2bed,1bath,768sqft,"4,805sqft lot","3958 8th Ave, Sacramento, CA 95817"
"$1,299,900",4bed,4bath,"3,092sqft",0.29acre lot,"351 S Amable Ct, Mountain House, CA 95391"
"$1,599,000",3bed,2bath,"1,661sqft",0.25acre lot,"553 Neal St, Pleasanton, CA 94566"
"$17,900,000",4bed,6bath,"6,066sqft",1.02acre lot,"1009 Laurel Way, Beverly Hills, CA 90210"
"$420,000",2bed,2bath,"1,110sqft","6,700sqft lot","24085 Alpine Dr, Crestline, CA 92325"
"$990,000",3bed,2bath,"1,670sqft","7,425sqft lot","452 N Cambridge St, Orange, CA 92866"
"$27,000",1bed,1bath,600sqft,"2,701sqft lot","6554 7 Greeley Hill Rd, Coulterville, CA 95311"
"$200,000",5bed,2bath,"2,887sqft",0.26acre lot,"302 Crystal St, Taft, CA 93268"
"$459,000",2bed,2bath,"1,782sqft","4,792sqft lot","5289 Corte Cidra, Hemet, CA 92545"
"$649,000",3bed,2.5bath,"1,480sqft","6,098sqft lot","44492 Samilin Cir, Temecula, CA 92592"
"$449,000",3bed,2bath,"1,128sqft","7,431sqft lot","7518 Verdugo Way, Sacramento, CA 95842"
"$1,550,000",2bed,3.5bath,"1,700sqft","4,020sqft lot","2142 N Cahuenga Blvd, Los Angeles, CA 90068"
"$5,895,000",6bed,6.5bath,"6,283sqft",0.38acre lot,"17623 Weddington St, Encino, CA 91316"
"$180,000",1bed,1bath,670sqft,"1,307sqft lot","81840 Avenida Del Mar Apt C217, Indio, CA 92201"
"$610,000",3bed,2.5bath,"2,010sqft","5,227sqft lot","40477 Amesbury Ln, Temecula, CA 92591"
"$899,000",3bed,2bath,"1,526sqft","6,338sqft lot","17345 Hamlin St, Lake Balboa, CA 91406"
"$880,000",3bed,2bath,"1,728sqft","5,002sqft lot","11330 Chadwell St, Lakewood, CA 90715"
"$375,000",3bed,2bath,"1,368sqft",0.38acre lot,"5859 Sawmill Rd, Paradise, CA 95969"
"$334,888",3bed,2bath,"1,202sqft",0.46acre lot,"15530 Sitting Bull St, Victorville, CA 92395"
