price,bed,bath,sqft,acre_sqft_lot,address
"$2,799,000",5bed,5.5+bath,"4,657sqft","8,433sqft lot","1719 N Orange Grove Ave, Los Angeles, CA 90046"
"$3,500,000",9bed,9bath,"4,852sqft","7,301sqft lot","2009 Carnegie Ln, Redondo Beach, CA 90278"
"$128,000",2bed,1bath,750sqft,1acre lot,"Road, Earlimart, CA 93219"
"$300,000",2bed,2bath,"1,500sqft","7,100sqft lot","655 Sinclair Ct, Applegate, CA 95703"
"$299,900",3bed,2.5bath,"1,600sqft",0.29acre lot,"2802 Atlantic Blvd, Thermal, CA 92274"
"$599,900",4bed,3.5bath,"2,299sqft",1.48acre lot,"28625 McCall Park Rd, Mountain Center, CA 92561"
"$86,000",2bed,1bath,"1,071sqft",1.05acre lot,"7905 Luna Rd, Niland, CA 92257"
"$179,000",2bed,1bath,720sqft,"4,077sqft lot","416 Colin Kelly Dr, Roseville, CA 95747"
"$339,900",4bed,2bath,"1,716sqft",0.34acre lot,"2358 Oxford Rd, Redding, CA 96002"
"$1,150,000",5bed,6bath,"5,421sqft",1.32acre lot,"3125 W M15 Ave, Lancaster, CA 93536"
"$395,000",4bed,1.5bath,"1,320sqft","6,098sqft lot","3429 Cottage St, Eureka, CA 95503"
"$385,000",3bed,2bath,"1,373sqft","6,496sqft lot","1404 Avenue I # H8, Lancaster, CA 93534"
"$449,900",3bed,2bath,936sqft,"6,098sqft lot","5305 Hesper Way, Carmichael, CA 95608"
"$325,000",2bed,2.5bath,"1,225sqft","1,307sqft lot","2345 S Cherokee Way Unit 158, Palm Springs, CA 92264"
"$620,000",6bed,3bath,"2,500sqft","7,841sqft lot","84966 Calle Verde St, Coachella, CA 92236"
"$579,000",2bed,2.5bath,"2,670sqft","3,485sqft lot","146 Desert Dr W, Rancho Mirage, CA 92270"
"$595,000",3bed,2bath,"1,410sqft","4,500sqft lot","802 Stone St, Oakland, CA 94603"
"$630,000",5bed,3bath,"2,870sqft","5,500sqft lot","6709 E Berkeley Ave, Fresno, CA 93727"
"$825,000",2bed,2bath,"1,018sqft",5.12acre lot,"2160 Century Park E Apt 505, Los Angeles, CA 90067"
"$600,000",5bed,3bath,"2,835sqft","5,519sqft lot","18 Tonga Ct, Elk Grove, CA 95758"
"$380,000",2bed,2bath,990sqft,9.33acre lot,"5460 White Oak Ave Unit K304, Encino, CA 91316"
"$849,000",4bed,3.5bath,"3,050sqft","8,278sqft lot","44730 Via Catalina, La Quinta, CA 92253"
"$685,000",4bed,2bath,"2,176sqft","9,583sqft lot","13905 Buckskin Trail Dr, Corona, CA 92883"
"$4,599,000",4bed,4.5bath,"4,907sqft","4,802sqft lot","736 E Sunset Ave, Venice, CA 90291"
"$970,000",3bed,2.5bath,"1,378sqft",2.06acre lot,"181 Countryhaven Rd, Encinitas, CA 92024"
"$1,525,000",3bed,2.5bath,"1,664sqft","4,800sqft lot","3627 Loosmore St, Los Angeles, CA 90065"
"$675,888",4bed,3bath,"2,241sqft","4,484sqft lot","7001 Sitka Ct, Vacaville, CA 95687"
"$1,750,000",3bed,2bath,"1,410sqft","8,000sqft lot","13484 Portofino Dr, Del Mar, CA 92014"
"$679,000",3bed,1bath,"1,098sqft","5,000sqft lot","1594 Timothy Dr, San Leandro, CA 94577"
"$799,999",2bed,2bath,938sqft,1.38acre lot,"425 W W Beech St, San Diego, CA 92101"
"$649,990",2bed,2bath,"2,084sqft","5,898sqft lot","2130 W Cattle Ct, Dixon, CA 95620"
"$4,195,000",5bed,4.5bath,"5,136sqft",0.47acre lot,"7330 Glenview Dr, San Jose, CA 95120"
"$1,520,000",6bed,4bath,"2,536sqft","4,805sqft lot","2849 Council St, Los Angeles, CA 90026"
"$3,550,000",3bed,4bath,"4,117sqft","45,620acre lot","1400 Chestnut St, Brentwood, CA 94513"
"$399,000",3bed,2bath,"2,041sqft",11acre lot,"8100 Jackass Ridge Rd, Coulterville, CA 95311"
"$3,975,000",6bed,6.5bath,"4,351sqft","5,266sqft lot","489 S Willaman Dr, Los Angeles, CA 90048"
"$730,000",2bed,2bath,"1,148sqft",2.22acre lot,"11007 Catarina Ln Unit 294, San Diego, CA 92128"
"$425,000",3bed,2.5bath,"1,376sqft","2,509sqft lot","3813 Pasadena Ave Apt 4, Sacramento, CA 95821"
"$524,950",2bed,1bath,"1,005sqft",0.5acre lot,"2721 Fabian Rd, Tracy, CA 95377"
"$259,000",3bed,1bath,"1,200sqft",6.5acre lot,"1031 Slattery Gulch Rd, Junction City, CA 96048"
"$300,000",3bed,2bath,"1,464sqft",2.5acre lot,"37141 Manon Ave, Madera, CA 93636"
"$375,000",3bed,2bath,"1,863sqft","5,663sqft lot","1014 Holly Ln, Fortuna, CA 95540"
"$419,990",4bed,3bath,"2,043sqft",26.08acre lot,"2651 Greenwood Ct, Palmdale, CA 93550"
"$229,000",3bed,2bath,"1,560sqft",10acre lot,"29218 Brush Patch Ln, Round Mountain, CA 96084"
"$435,000",2bed,2bath,"1,523sqft","6,534sqft lot","44718 Alexandria Vale, Indio, CA 92201"
"$452,000",3bed,2bath,"1,792sqft","7,844sqft lot","91 McArthur Ave, Clovis, CA 93611"
"$389,900",3bed,2bath,"1,160sqft","7,227sqft lot","5950 Tangerine Ave, Sacramento, CA 95823"
"$439,500",3bed,2bath,"2,040sqft","2,900sqft lot","276 N El Camino Real Spc 235, Oceanside, CA 92058"
"$574,000",3bed,2.5bath,"1,245sqft","1,984sqft lot","14988 Reedley St Unit A, Moorpark, CA 93021"
"$22,500,000",4bed,5.5+bath,"10,460sqft",2.26acre lot,"24304 Little Valley Rd, Hidden Hills, CA 91302"
"$514,900",3bed,2bath,"1,323sqft","5,000sqft lot","368 Kern Ave, Sugarloaf, CA 92386"
"$749,950",3bed,2.5bath,"2,182sqft",0.27acre lot,"3311 Whitney Ave, Sacramento, CA 95821"
"$370,000",3bed,1.5bath,"1,326sqft",871sqft lot,"8367 LA Riviera Dr, Sacramento, CA 95826"
"$799,000",2bed,2bath,"1,310sqft",1.72acre lot,"645 W 9th St Apt 330, Los Angeles, CA 90015"
"$1,199,000",3bed,2bath,"1,659sqft",0.28acre lot,"3199 E Cajon Cir, Palm Springs, CA 92264"
"$799,000",3bed,2.5bath,"1,807sqft",2.5acre lot,"6549 N Locan Ave, Clovis, CA 93619"
"$2,150,000",3bed,3bath,"2,844sqft","5,783sqft lot","4939 Riding Ridge Rd, San Diego, CA 92130"
"$99,900",2bed,2bath,880sqft,0.36acre lot,"6900 Pima Ct, Big River, CA 92242"
"$360,000",4bed,2bath,"2,249sqft","7,840sqft lot","2101 Julian Ave, Bakersfield, CA 93304"
"$210,000",3bed,2bath,"1,440sqft","1,440sqft lot","111 Camino Valverde Unit 111, Camarillo, CA 93012"
"$297,000",3bed,1bath,"1,140sqft","5,330sqft lot","1960 Lindquist St, Kingsburg, CA 93631"
"$676,000",3bed,3.5bath,"2,830sqft",0.46acre lot,"19425 Javelina Rd, Apple Valley, CA 92307"
"$344,980",3bed,2bath,"1,040sqft","6,045sqft lot","1104 Rainier Ave, Modesto, CA 95351"
"$720,000",4bed,2.5bath,"2,795sqft","9,583sqft lot","24665 Lincoln Ave, Murrieta, CA 92562"
"$495,000",4bed,2bath,"2,050sqft","7,841sqft lot","4720 F Pkwy, Sacramento, CA 95823"
"$405,000",4bed,2bath,"1,146sqft","7,405sqft lot","7117 Rimrock Dr, Sacramento, CA 95828"
"$330,000",2bed,2bath,"1,344sqft",45.34acre lot,"1945 Piner Rd Spc 169, Santa Rosa, CA 95403"
"$379,711",2bed,2bath,"1,095sqft",871sqft lot,"2890 Redwood Pkwy Apt 41, Vallejo, CA 94591"
"$685,000",4bed,2bath,"2,090sqft","8,276sqft lot","20933 Spring St, Riverside, CA 92507"
"$424,777",2bed,1bath,814sqft,"5,143sqft lot","1259 E 88th St, Los Angeles, CA 90002"
"$925,000",5bed,3bath,"2,900sqft",0.24acre lot,"1824 Willowbluff Dr, Corona, CA 92883"
"$699,999",2bed,2bath,"1,873sqft",0.27acre lot,"1010 Shadow Glen Pl, Lincoln, CA 95648"
"$559,000",2bed,1bath,790sqft,"4,890sqft lot","944 Geraghty Ave, Los Angeles, CA 90063"
"$649,900",4bed,2bath,"1,506sqft","5,481sqft lot","116 E 101st St, Los Angeles, CA 90003"
"$850,000",2bed,1bath,"1,296sqft","9,702sqft lot","17299 Bodega Ln, Bodega, CA 94922"
"$1,250,000",4bed,3.5bath,"2,900sqft",1.21acre lot,"17008 Birch Hill Rd, Riverside, CA 92504"
"$929,900",4bed,4bath,"2,130sqft",5.55acre lot,"40245 Arave Cir, Hemet, CA 92543"
"$1,099,000",5bed,3bath,"3,493sqft",0.59acre lot,"9474 Adlai Ter, Lakeside, CA 92040"
"$1,579,000",4bed,3bath,"2,291sqft",0.27acre lot,"2292 Hillsbury Rd, Westlake Village, CA 91361"
"$899,000",3bed,2.5bath,"1,903sqft","7,500sqft lot","7230 Trenton Pl, Gilroy, CA 95020"
"$2,399,999$100k",4bed,5bath,"4,376sqft",3.1acre lot,"2950 Taylor Rd, Loomis, CA 95650"
"$549,000",3bed,1bath,"1,197sqft","6,098sqft lot","1416 Carl Ave, Vallejo, CA 94590"
"$1,210,000",3bed,2bath,"1,072sqft","4,726sqft lot","2635 Autumnvale Dr, San Jose, CA 95132"
"$550,000",2bed,3bath,981sqft,1.53acre lot,"26137 Frampton Ave Apt F, Harbor City, CA 90710"
"$1,050,000$150k",5bed,4bath,"2,935sqft",0.29acre lot,"2276 Kemper Ave, Claremont, CA 91711"
"$589,000$6k",3bed,2bath,"1,312sqft","6,200sqft lot","672 Calaveras Dr, Salinas, CA 93906"
"$920,000",3bed,2bath,"1,133sqft","5,532sqft lot","17406 Via Julia, San Lorenzo, CA 94580"
"$815,000",4bed,2bath,"1,379sqft","5,944sqft lot","18467 Dragonera Dr, Rowland Heights, CA 91748"
"$725,000",4bed,2bath,"2,180sqft",0.26acre lot,"8406 Arborwood Ct, Elk Grove, CA 95624"
"$2,988,000",5bed,3.5bath,"3,365sqft","9,268sqft lot","16551 Calneva Dr, Encino, CA 91436"
"$868,000",3bed,1bath,"1,307sqft","6,975sqft lot","17370 Robey Dr, Castro Valley, CA 94546"
"$850,000",3bed,2bath,"1,132sqft","5,045sqft lot","2555 Arctic Ave, San Jose, CA 95111"
"$2,750,000",4bed,2.5bath,"2,440sqft",0.37acre lot,"2180 Almeda De Las Pulgas St, Redwood City, CA 94061"
"$1,029,000",2bed,2bath,"1,433sqft",17.29acre lot,"32709 Seagate Dr Unit 303, Rancho Palos Verdes, CA 90275"
"$625,000",4bed,2bath,"1,280sqft","3,415sqft lot","1622 E 113th St, Los Angeles, CA 90059"
"$475,000",3bed,1bath,"1,053sqft","6,534sqft lot","100 Benjamin St, Vallejo, CA 94589"
"$725,000",3bed,2bath,"1,639sqft","3,714sqft lot","1052 E 15th St, Long Beach, CA 90813"
"$869,000",3bed,2bath,"1,456sqft","8,968sqft lot","3003 N Butterfield Rd, Orange, CA 92865"
"$699,000",3bed,2.5bath,"2,125sqft",17.67acre lot,"59303 Lightning Rd, Anza, CA 92539"
"$554,999",4bed,2bath,"1,302sqft","9,248sqft lot","127 N 12th Ave, Upland, CA 91786"
"$1,750,000",4bed,2bath,"1,536sqft",39.09acre lot,"89635 81st Ave, Thermal, CA 92274"
"$499,000",8bed,4bath,"1,392sqft","6,525sqft lot","213 11th St, Redlands, CA 92374"
"$414,900",3bed,2.5bath,"1,503sqft","3,036sqft lot","27 W Siena Ln, Clovis, CA 93619"
"$439,999",3bed,2bath,"1,611sqft",0.32acre lot,"7030 Clark Rd, Paradise, CA 95969"
"$695,000",4bed,3.5bath,"2,420sqft","6,251sqft lot","1945 Darrah St, Ceres, CA 95307"
"$1,165,000",2bed,2.5bath,"1,884sqft","2,175sqft lot","25705 Windjammer Dr, San Juan Capistrano, CA 92675"
"$660,000",3bed,2bath,"1,653sqft",16.24acre lot,"4511 Campo Seco Rd, Valley Springs, CA 95226"
"$337,000",3bed,2bath,"1,409sqft","6,852sqft lot","1418 Nut Tree Rd, Livingston, CA 95334"
"$9,995",Studio,1bath,436sqft,0.9acre lot,"1399 Kirkwood Meadows Dr Unit 2102A, Kirkwood, CA 95646"
"$474,900",4bed,2.5bath,"2,111sqft",0.38acre lot,"12462 Central Rd, Apple Valley, CA 92308"
"$650,000",2bed,2bath,"1,437sqft","5,551sqft lot","1660 N Neptune Ave, Wilmington, CA 90744"
"$634,900",3bed,2.5bath,"1,814sqft","3,049sqft lot","344 Vista Royale Dr, Palm Desert, CA 92211"
"$1,049,900",2bed,2.5bath,"1,265sqft","2,505sqft lot","1024 Applewood Dr, San Ramon, CA 94582"
"$350,000",3bed,1bath,"1,114sqft","9,148sqft lot","438 Woodbridge Ave, Yuba City, CA 95991"
"$5,835,000",26bed,27bath,"11,862sqft",0.31acre lot,"719 Orange Grove Ave, Glendale, CA 91205"
"$495,000",4bed,2bath,"1,075sqft","7,841sqft lot","9831 Beachwood Dr, Orangevale, CA 95662"
"$229,900",2bed,2bath,956sqft,3.63acre lot,"44436 E 15th St Unit 14, Lancaster, CA 93535"
"$449,000",3bed,2bath,"1,402sqft","2,614sqft lot","82020 Odlum Dr, Indio, CA 92201"
"$505,000",5bed,3bath,"2,650sqft",0.39acre lot,"1171 Central Ave, McKinleyville, CA 95519"
"$279,000$10k",3bed,2bath,"1,437sqft","7,996sqft lot","8212 Olivo Ct, California City, CA 93505"
"$799,999",3bed,2bath,"1,090sqft","6,494sqft lot","505 W Montana St, Pasadena, CA 91103"
"$700,000",3bed,1bath,"1,094sqft",0.3acre lot,"1510 Valinda Ave, La Puente, CA 91744"
"$309,999",2bed,1bath,846sqft,"8,712sqft lot","18646 Mother Lode Dr, Twain Harte, CA 95383"
"$425,000",2bed,2bath,"1,252sqft",1.3acre lot,"16357 Buckhorn Way, Meadow Vista, CA 95722"
"$229,000",2bed,2bath,"1,213sqft",0.24acre lot,"13636 Layton Ct, Magalia, CA 95954"
"$449,900",3bed,2bath,"1,851sqft","8,276sqft lot","2941 Gardendale Rd, Sacramento, CA 95822"
"$255,000",3bed,1.5bath,"1,206sqft",871sqft lot,"1102 Neal Dow Ave, Chico, CA 95926"
"$5,980,000",5bed,5.5bath,"5,287sqft","7,912sqft lot","112 Boulder Pass, Irvine, CA 92602"
"$475,000",5bed,2.5bath,"3,010sqft","8,404sqft lot","9400 Hillsborough Way, Chowchilla, CA 93610"
"$179,000",2bed,1bath,"1,010sqft","7,200sqft lot","55617 Onaga Trl, Yucca Valley, CA 92284"
"$85,000",3bed,2bath,"1,056sqft","4,200sqft lot","1301 Taft Hwy Spc 129, Bakersfield, CA 93307"
"$297,500",3bed,1bath,834sqft,"3,920sqft lot","1012 W 9th St, Chico, CA 95928"
"$97,500",2bed,1bath,800sqft,800acre lot,"70200 Dillon Rd Unit 557, Desert Hot Springs, CA 92241"
"$925,000",5bed,3bath,"3,494sqft",0.5acre lot,"15349 Azalea Springs Ave, Bakersfield, CA 93314"
"$399,900",2bed,2bath,"1,324sqft",0.45acre lot,"527 Cottonwood St, Woodland, CA 95695"
"$333,423",2bed,1bath,"1,048sqft","6,098sqft lot","106 Pepper Dr, Vallejo, CA 94589"
"$479,999",4bed,2bath,"2,028sqft","8,712sqft lot","2087 Willowbrook Ln, Perris, CA 92571"
"$410,000",3bed,2bath,"1,532sqft",0.27acre lot,"2430 Pennland Dr, Sacramento, CA 95825"
"$325,000",3bed,2bath,"1,444sqft","8,712sqft lot","487 E 3rd Ave, Chico, CA 95926"
"$1,695,000",2bed,1bath,"1,156sqft","4,016sqft lot","3109 Stanford Ave, Marina del Rey, CA 90292"
"$614,900",4bed,2.5bath,"2,459sqft","8,276sqft lot","228 S Woodlake St, Lake Elsinore, CA 92530"
"$668,000",3bed,2bath,"1,020sqft","3,049sqft lot","1235 Kirkford Way, Westlake Village, CA 91361"
"$999,000",4bed,3bath,"1,730sqft",10acre lot,"7486 E Nebraska Ave, Selma, CA 93662"
"$560,000",3bed,2bath,"1,404sqft","4,280sqft lot","4550 Fairway Blvd, Chino Hills, CA 91709"
"$550,000",4bed,3bath,"1,840sqft",0.25acre lot,"23929 Pioneer Camp Rd, Crestline, CA 92325"
"$599,888",3bed,2bath,"1,784sqft",0.72acre lot,"301 Edgerton Dr, San Bernardino, CA 92405"
"$499,000",3bed,2bath,"1,645sqft","7,405sqft lot","2820 Lake View Dr, Perris, CA 92571"
"$439,000",3bed,2bath,"1,359sqft","6,098sqft lot","6212 Annwood Ct, Citrus Heights, CA 95621"
"$665,000",4bed,3bath,"2,239sqft","8,873sqft lot","381 John Kamps Way, Ripon, CA 95366"
"$455,000",2bed,2bath,"1,072sqft","1,034sqft lot","25195 Windy Cove St Unit 2, Murrieta, CA 92562"
"$1,700,000",5bed,2bath,"2,508sqft",79.95acre lot,"46180 Rolling Oaks Dr, Friant, CA 93626"
"$525,000",3bed,2bath,"1,548sqft","6,534sqft lot","15612 Lariat Ln, Moreno Valley, CA 92555"
"$599,999",3bed,2bath,"1,305sqft","6,600sqft lot","15504 Pheasant St, Chino Hills, CA 91709"
"$229,900",1bed,1bath,589sqft,436sqft lot,"2800 E Los Felices Cir Unit 106, Palm Springs, CA 92262"
"$443,440",3bed,2bath,"1,616sqft","5,000sqft lot","678 Kandarian Ave S, Fowler, CA 93625"
"$545,414",4bed,3bath,"2,446sqft","5,974sqft lot","1352 Nelson Ct W, Fowler, CA 93625"
"$524,353",4bed,3bath,"2,282sqft","5,381sqft lot","650 Argyle Ave S, Fowler, CA 93625"
"$799,988",5bed,3bath,"2,509sqft","6,147sqft lot","26012 Bryce Ct, Newhall, CA 91321"
"$557,861",4bed,3bath,"2,446sqft","7,261sqft lot","637 Argyle Ave S, Fowler, CA 93625"
"$599,000",4bed,2.5bath,"1,926sqft","4,792sqft lot","7922 Carlyle Dr, Jurupa Valley, CA 92509"
"$690,000",3bed,2bath,"1,749sqft","7,405sqft lot","110 Prospect St, Chula Vista, CA 91911"
"$895,000",3bed,2bath,"1,258sqft","4,942sqft lot","1584 N Marengo Ave, Pasadena, CA 91103"
"$819,900",3bed,2bath,"1,822sqft","6,390sqft lot","13215 Arrey Ave, Norwalk, CA 90650"
"$1,560,000",6bed,6bath,"3,786sqft",0.23acre lot,"10761 Palma Vista Ave, Garden Grove, CA 92840"
"$5,750,000",4bed,3bath,"3,149sqft",1.76acre lot,"5350 Round Meadow Rd, Hidden Hills, CA 91302"
"$2,980,000",4bed,3bath,"2,164sqft","6,477sqft lot","829 Moraga Dr, Mountain View, CA 94041"
"$1,673,232",3bed,3.5bath,"2,598sqft","8,282sqft lot","920 Patina Ln, Palm Springs, CA 92262"
"$995,000",2bed,2bath,"1,100sqft","6,329sqft lot","2132 Waltonia Dr, Montrose, CA 91020"
"$650,000",5bed,3bath,"1,164sqft","5,550sqft lot","825 Portwood Ave, Oakland, CA 94601"
"$475,000",3bed,1.5bath,"1,322sqft","1,742sqft lot","1376 Via Del Rio, Corona, CA 92882"
"$1,200,000",4bed,3.5bath,"2,417sqft","4,356sqft lot","18447 McClellan Cir, East Garrison, CA 93933"
"$1,190,000",4bed,2bath,"1,642sqft","7,200sqft lot","16427 Mount Ararat Cir, Fountain Valley, CA 92708"
"$265,950",3bed,3bath,"1,152sqft",0.34acre lot,"1392 Riviera Dr, Blythe, CA 92225"
"$6,500,000",4bed,4.5+bath,"4,247sqft","2,860sqft lot","57 7th St, Hermosa Beach, CA 90254"
"$3,195,000",4bed,3bath,"2,445sqft","6,979sqft lot","1423 Oak St, Santa Monica, CA 90405"
"$549,000",3bed,1bath,"1,016sqft","4,997sqft lot","708 W 137th St, Compton, CA 90222"
"$779,000",3bed,3bath,"1,669sqft","7,735sqft lot","159 Oriole Dr, Big Bear Lake, CA 92315"
"$405,000",3bed,2.5bath,"1,753sqft","2,970sqft lot","3071 Glacier Ln, Clovis, CA 93619"
"$280,000",3bed,2bath,"1,006sqft","7,197sqft lot","1465 Willow St, Exeter, CA 93221"
"$780,000$120k",2bed,2bath,"1,200sqft",19.6acre lot,"10236 Rose Ave, Atwater, CA 95301"
"$3,800,000",5bed,3.5bath,"2,991sqft",0.5acre lot,"1653 El Paso Real, La Jolla, CA 92037"
"$379,000",2bed,2bath,949sqft,6.34acre lot,"23635 Golden Springs Dr Unit 6B, Diamond Bar, CA 91765"
"$698,000",3bed,2bath,"1,240sqft","7,305sqft lot","1373 Cardigan Ave, Ventura, CA 93004"
"$1,350,000",4bed,2bath,"2,546sqft",2.14acre lot,"23135 Western Crest Dr, Lake Mathews, CA 92570"
"$2,999,000",5bed,6.5bath,"4,386sqft",0.32acre lot,"17440 Weddington St, Encino, CA 91316"
"$799,000",4bed,2bath,"1,556sqft","4,640sqft lot","3618 Lawnwood Dr, San Luis Obispo, CA 93401"
"$625,000",3bed,2bath,"1,861sqft",0.35acre lot,"3870 Colby Trl, Redding, CA 96002"
"$345,000",2bed,1bath,"1,277sqft","7,100sqft lot","707 Nome Ave, Modesto, CA 95350"
"$799,000",4bed,2bath,"1,199sqft","9,131sqft lot","429-431 E 4th St, San Diego, CA 91950"
"$445,000",4bed,3bath,"1,928sqft","4,850sqft lot","3054 N Hanalei Ave, Fresno, CA 93737"
"$2,299,000",4bed,4.5bath,"4,284sqft",0.3acre lot,"2809 Carrillo Way, Carlsbad, CA 92009"
"$625,000",2bed,1.5bath,"1,012sqft","1,487sqft lot","5615 E Plaza De Vaqueros, Anaheim, CA 92807"
"$225,000",2bed,1bath,768sqft,"9,583sqft lot","1060 Callahan Way, Etna, CA 96027"
"$185,000",2bed,1bath,750sqft,"7,841sqft lot","1054 Callahan Way, Etna, CA 96027"
"$1,550,000",3bed,2.5bath,"2,780sqft","3,100sqft lot","327 Sawbuck, Irvine, CA 92618"
"$420,000",2bed,2bath,"1,142sqft","1,307sqft lot","2170 S Palm Canyon Dr Unit 24, Palm Springs, CA 92264"
"$769,900",3bed,3.5bath,"1,560sqft",3.57acre lot,"2427 Longstaff Ct, San Marcos, CA 92078"
"$520,000",3bed,3bath,"2,061sqft","3,404sqft lot","1631 E Autumn Sage Ave, Fresno, CA 93730"
"$110,000",4bed,2bath,"1,560sqft",0.34acre lot,"13180 Americana Ct, Victorville, CA 92392"
"$339,000",2bed,1bath,836sqft,0.28acre lot,"573 White Ave, Chico, CA 95926"
"$540,000",2bed,1bath,"1,266sqft","4,790sqft lot","9515 Pace Ave, Los Angeles, CA 90002"
"$345,000",3bed,2bath,"1,195sqft","4,356sqft lot","1349 Pleasant Valley Ave, Banning, CA 92220"
"$595,000",4bed,2.5bath,"2,222sqft","7,405sqft lot","29067 Stonybrook Ln, Menifee, CA 92584"
"$990,000",6bed,3bath,"2,822sqft","4,970sqft lot","1703 W 25th St, Los Angeles, CA 90018"
"$769,000",3bed,3bath,"2,452sqft","3,485sqft lot","431 Desert Lakes Dr, Palm Springs, CA 92264"
"$999,000",2bed,1bath,756sqft,"6,800sqft lot","1598 W 36th St, Los Angeles, CA 90018"
"$499,900",3bed,2bath,"1,215sqft","3,690sqft lot","8927 Cypress View Way, Elk Grove, CA 95758"
"$205,000",3bed,2bath,"2,694sqft",1acre lot,"7840 Harrington Flat Rd, Cobb, CA 95451"
"$199,000",3bed,2bath,"1,440sqft",1.96acre lot,"3660 Steve St, Inyokern, CA 93527"
"$199,900",2bed,2bath,"1,200sqft","1,200sqft lot","24055 Paseo Del Lago Unit 1302, Laguna Woods, CA 92637"
"$950,000",1bed,1bath,944sqft,0.24acre lot,"5035 Soquel Dr, Soquel, CA 95073"
"$309,995",2bed,2.5bath,"1,507sqft","7,840sqft lot","6305 Desert Hills Ave, Bakersfield, CA 93309"
"$265,000",3bed,2bath,"1,148sqft","2,341sqft lot","2249 Gowdy St N, Visalia, CA 93292"
"$449,000",4bed,3bath,"2,475sqft","6,534sqft lot","8609 Beau Maison Way, Bakersfield, CA 93311"
"$325,000",1bed,1bath,400sqft,5acre lot,"68076 Winters Rd, Twentynine Palms, CA 92277"
"$470,000",2bed,1.5bath,"1,106sqft","1,512sqft lot","3042 Woods Cir, Davis, CA 95616"
"$475,000",4bed,2.5bath,"1,755sqft",1.33acre lot,"43299 Ranger Cir Dr, Coarsegold, CA 93614"
"$629,000",4bed,3bath,"2,173sqft","7,841sqft lot","30255 Avenida Los Ninos, Cathedral City, CA 92234"
"$499,999",2bed,1.5bath,"1,072sqft","1,982sqft lot","586 Julmar Cir, Fairfield, CA 94534"
"$455,000",3bed,2bath,"1,644sqft","7,553sqft lot","3562 Yarrow St, Plumas Lake, CA 95961"
"$649,000",4bed,2bath,"2,560sqft",2.05acre lot,"3650 Antioch Ave, West Sacramento, CA 95691"
"$402,800",1bed,1bath,659sqft,9.96acre lot,"3605 W Hidden Ln Unit 107, Rolling Hills Estates, CA 90274"
"$501,000",4bed,2bath,"1,774sqft","6,969sqft lot","3045 Gazania Dr, Perris, CA 92571"
"$675,000",3bed,3bath,"1,040sqft","6,500sqft lot","41602 McWhinney Ln, Big Bear Lake, CA 92315"
"$530,000",3bed,2.5bath,"1,400sqft",1.94acre lot,"708 Portside Pl, San Diego, CA 92154"
"$725,000",2bed,1bath,924sqft,"5,171sqft lot","25117 Eshelman Ave, Lomita, CA 90717"
"$1,100,000",Studio,0.5+bath,"1,940sqft",0.55acre lot,"21433 Broadway Rd, Los Gatos, CA 95033"
"$530,000",3bed,2bath,"1,037sqft","7,405sqft lot","8841 Pembroke Ave, Riverside, CA 92503"
"$620,000",3bed,1.5bath,"1,028sqft","6,100sqft lot","610 Erica St, Escondido, CA 92027"
"$6,999,000",6bed,6.5+bath,"9,550sqft",4acre lot,"6655 Primero Izquierdo, Rancho Santa Fe, CA 92067"
"$1,400,000",4bed,4bath,"3,357sqft","4,361sqft lot","58 Zion Dr, Lake Forest, CA 92630"
"$569,000",3bed,2.5bath,"1,564sqft","2,693sqft lot","42603 Indigo Pl, Temecula, CA 92592"
"$759,866",4bed,2.5bath,"2,350sqft",0.24acre lot,"1135 Autumn Breeze Dr, Dixon, CA 95620"
"$823,905",5bed,3.5bath,"3,247sqft",0.25acre lot,"1115 Autumn Breeze Dr, Dixon, CA 95620"
"$836,033",5bed,3bath,"2,833sqft","7,300sqft lot","562 Oakham Dr, Vacaville, CA 95688"
"$205,000",3bed,2bath,"2,694sqft",1acre lot,"7840 Harrington Flat Rd, Cobb, CA 95451"
"$199,900",2bed,2bath,"1,200sqft","1,200sqft lot","24055 Paseo Del Lago Unit 1302, Laguna Woods, CA 92637"
"$470,000",2bed,1.5bath,"1,106sqft","1,512sqft lot","3042 Woods Cir, Davis, CA 95616"
"$402,800",1bed,1bath,659sqft,9.96acre lot,"3605 W Hidden Ln Unit 107, Rolling Hills Estates, CA 90274"
"$675,000",3bed,3bath,"1,040sqft","6,500sqft lot","41602 McWhinney Ln, Big Bear Lake, CA 92315"
"$823,905",5bed,3.5bath,"3,247sqft",0.25acre lot,"1115 Autumn Breeze Dr, Dixon, CA 95620"
"$759,866",4bed,2.5bath,"2,350sqft",0.24acre lot,"1135 Autumn Breeze Dr, Dixon, CA 95620"
"$780,000",3bed,2.5bath,"1,080sqft","5,695sqft lot","11309 Telechron Ave, Whittier, CA 90605"
"$669,000",4bed,3bath,"2,895sqft","8,276sqft lot","21638 Pink Ginger Ct, Wildomar, CA 92595"
"$499,998",3bed,2bath,"1,632sqft","7,405sqft lot","31408 Hallwood Ct, Menifee, CA 92584"
"$530,000",4bed,3bath,"2,512sqft","7,405sqft lot","2238 Seagull Ct, San Jacinto, CA 92582"
"$720,000",4bed,3bath,"2,224sqft","8,712sqft lot","282 Port Royal Way, Riverside, CA 92506"
"$449,777",4bed,2bath,"1,810sqft","8,329sqft lot","44207 Stadium Ct, Lancaster, CA 93535"
